system_id,system_name,system_type,scenario_id,scenario_name,time_step,phase,phase_changed,potential,connectedness,resilience,rigidity,memory,novelty,release_flag
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,1,K,False,0.74016,0.7024,0.35975,0.53872,0.74888,0.0744,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,2,K,False,0.75939,0.72323,0.33331,0.57848,0.75799,0.06919,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,3,K,False,0.77766,0.74261,0.30745,0.61921,0.76733,0.06435,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,4,K,False,0.79495,0.76062,0.28213,0.66084,0.77687,0.05984,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,5,K,False,0.81125,0.77738,0.2573,0.70331,0.7866,0.05566,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,6,Omega,True,0.82657,0.79296,0.23293,0.74656,0.79652,0.05176,1
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,7,alpha,True,0.34716,0.25375,0.53293,0.28369,0.68501,0.30231,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,8,r,True,0.4118,0.277,0.59476,0.27151,0.69708,0.083,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,9,r,False,0.43603,0.32761,0.67618,0.29149,0.70231,0.1681,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,10,r,False,0.46062,0.37468,0.6394,0.31382,0.70783,0.15633,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,11,r,False,0.48546,0.41845,0.60393,0.33834,0.71366,0.14539,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,12,r,False,0.51044,0.45916,0.56966,0.3649,0.71979,0.13521,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,13,r,False,0.53543,0.49702,0.53651,0.39335,0.72621,0.12575,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,14,r,False,0.5603,0.53223,0.50441,0.42356,0.73293,0.11694,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,15,K,True,0.58494,0.56497,0.47328,0.45541,0.73995,0.10876,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,16,K,False,0.60922,0.59542,0.44305,0.48878,0.74726,0.10114,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,17,K,False,0.63303,0.62374,0.41367,0.52357,0.75486,0.09406,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,18,K,False,0.65626,0.65008,0.38506,0.55967,0.76274,0.08748,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,19,K,False,0.67882,0.67457,0.35718,0.597,0.77088,0.08136,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,20,K,False,0.70062,0.69735,0.32998,0.63547,0.77929,0.07566,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,21,K,False,0.72159,0.71854,0.30341,0.675,0.78795,0.07037,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,22,K,False,0.74168,0.73824,0.27742,0.71551,0.79685,0.06544,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,23,Omega,True,0.76084,0.75656,0.25197,0.75694,0.80598,0.06086,1
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,24,alpha,True,0.31955,0.2421,0.55197,0.28764,0.69314,0.34275,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,25,r,True,0.42314,0.26976,0.5879,0.26868,0.69836,0.09043,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,26,r,False,0.44755,0.32088,0.68143,0.28832,0.70373,0.16978,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,27,r,False,0.47227,0.36841,0.64447,0.31034,0.70939,0.1579,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,28,r,False,0.4972,0.41263,0.60882,0.33457,0.71536,0.14684,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,29,r,False,0.5222,0.45374,0.57439,0.36086,0.72163,0.13656,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,30,r,False,0.54715,0.49198,0.54109,0.38906,0.72819,0.12701,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,31,r,False,0.57193,0.52754,0.50885,0.41904,0.73506,0.11811,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,32,K,True,0.59641,0.56061,0.47759,0.45067,0.74221,0.10985,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,33,K,False,0.62048,0.59137,0.44725,0.48384,0.74966,0.10216,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,34,K,False,0.64403,0.61997,0.41775,0.51844,0.75739,0.09501,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,35,K,False,0.66695,0.64658,0.38904,0.55436,0.76539,0.08836,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,36,K,False,0.68917,0.67132,0.36106,0.59153,0.77366,0.08217,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,37,K,False,0.71059,0.69432,0.33377,0.62985,0.78219,0.07642,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,38,K,False,0.73115,0.71572,0.30711,0.66923,0.79096,0.07107,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,39,K,False,0.75081,0.73562,0.28105,0.70961,0.79997,0.06609,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,40,Omega,True,0.76952,0.75413,0.25553,0.75092,0.8092,0.06147,1
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,41,alpha,True,0.3232,0.24132,0.55553,0.28535,0.69592,0.20425,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,42,r,True,0.4379,0.27582,0.59155,0.28442,0.70449,0.10386,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,43,r,False,0.46251,0.32651,0.67249,0.30435,0.71004,0.16837,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,44,r,False,0.48737,0.37365,0.63568,0.32663,0.71589,0.15659,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,45,r,False,0.51236,0.4175,0.60018,0.35111,0.72203,0.14563,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,46,r,False,0.53734,0.45827,0.56588,0.37762,0.72848,0.13543,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,47,r,False,0.5622,0.49619,0.53271,0.40603,0.73523,0.12595,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,48,r,False,0.58682,0.53146,0.50059,0.4362,0.74227,0.11713,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,49,K,True,0.61106,0.56426,0.46943,0.46801,0.7496,0.10894,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,50,K,False,0.63483,0.59476,0.43919,0.50135,0.75722,0.10131,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,51,K,False,0.65801,0.62313,0.40978,0.53611,0.76512,0.09422,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,52,K,False,0.68051,0.64951,0.38116,0.57218,0.77328,0.08762,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,53,K,False,0.70226,0.67404,0.35327,0.60949,0.78171,0.08149,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,54,K,False,0.72317,0.69686,0.32605,0.64793,0.79039,0.07579,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,55,K,False,0.74318,0.71808,0.29946,0.68743,0.79931,0.07048,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,56,K,False,0.76227,0.73781,0.27346,0.72792,0.80845,0.06555,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,57,Omega,True,0.78039,0.75617,0.248,0.76933,0.81782,0.06096,1
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,58,alpha,True,0.32776,0.24197,0.548,0.29235,0.70332,0.32951,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,59,r,True,0.41838,0.28115,0.59002,0.29678,0.69454,0.08078,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,60,r,False,0.44271,0.33147,0.66513,0.31695,0.69986,0.16713,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,61,r,False,0.46738,0.37826,0.62846,0.33947,0.70546,0.15543,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,62,r,False,0.49227,0.42179,0.59308,0.36416,0.71137,0.14455,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,63,r,False,0.51727,0.46226,0.5589,0.39087,0.71758,0.13443,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,64,r,False,0.54224,0.4999,0.52584,0.41947,0.72409,0.12502,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,65,r,False,0.56706,0.53491,0.49382,0.44981,0.73089,0.11627,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,66,K,True,0.59161,0.56747,0.46276,0.48178,0.73799,0.10813,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,67,K,False,0.61577,0.59774,0.43261,0.51527,0.74538,0.10056,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,68,K,False,0.63943,0.6259,0.40328,0.55017,0.75305,0.09352,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,69,K,False,0.66249,0.65209,0.37474,0.58637,0.761,0.08698,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,70,K,False,0.68485,0.67644,0.34692,0.62379,0.76922,0.08089,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,71,K,False,0.70643,0.69909,0.31977,0.66235,0.7777,0.07523,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,72,K,False,0.72717,0.72015,0.29324,0.70196,0.78642,0.06996,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,73,Omega,True,0.74701,0.73974,0.26729,0.74254,0.79539,0.06506,1
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,74,alpha,True,0.31374,0.23672,0.56729,0.28217,0.68403,0.35315,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,75,r,True,0.44873,0.2545,0.63467,0.26555,0.69318,0.12039,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,76,r,False,0.47346,0.30669,0.69153,0.28449,0.69886,0.17333,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,77,r,False,0.49839,0.35522,0.65418,0.30585,0.70484,0.1612,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,78,r,False,0.52339,0.40035,0.61816,0.32946,0.71112,0.14991,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,79,r,False,0.54834,0.44233,0.5834,0.35518,0.7177,0.13942,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,80,r,False,0.57311,0.48136,0.54979,0.38285,0.72458,0.12966,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,81,r,False,0.59757,0.51767,0.51725,0.41233,0.73175,0.12058,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,82,K,True,0.62162,0.55143,0.48572,0.4435,0.73921,0.11214,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,83,K,False,0.64514,0.58283,0.45512,0.47625,0.74695,0.10429,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,84,K,False,0.66803,0.61203,0.42539,0.51045,0.75497,0.09699,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,85,K,False,0.69021,0.63919,0.39646,0.54601,0.76325,0.0902,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,86,K,False,0.71159,0.66445,0.36828,0.58283,0.77179,0.08389,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,87,K,False,0.73211,0.68794,0.3408,0.62083,0.78058,0.07802,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,88,K,False,0.75173,0.70978,0.31396,0.65991,0.7896,0.07255,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,89,K,False,0.77039,0.7301,0.28773,0.70002,0.79884,0.06748,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,90,Omega,True,0.78808,0.74899,0.26206,0.74107,0.8083,0.06275,1
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,91,alpha,True,0.33099,0.23968,0.56206,0.28161,0.69514,0.32914,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,92,r,True,0.50123,0.27076,0.60599,0.29567,0.70222,0.16757,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,93,r,False,0.52623,0.32181,0.67166,0.31536,0.70853,0.16955,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,94,r,False,0.55116,0.36928,0.63472,0.33742,0.71515,0.15768,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,95,r,False,0.5759,0.41343,0.5991,0.36169,0.72206,0.14664,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,96,r,False,0.60033,0.45449,0.56469,0.38802,0.72926,0.13638,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,97,r,False,0.62432,0.49268,0.53141,0.41625,0.73675,0.12683,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,98,r,False,0.64777,0.52819,0.49919,0.44626,0.74453,0.11795,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,99,K,True,0.67059,0.56122,0.46795,0.47792,0.75258,0.1097,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,100,K,False,0.69268,0.59193,0.43762,0.51112,0.76089,0.10202,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,101,K,False,0.71397,0.6205,0.40814,0.54574,0.76945,0.09488,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,102,K,False,0.73439,0.64706,0.37944,0.5817,0.77827,0.08823,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,103,K,False,0.7539,0.67177,0.35148,0.61888,0.78731,0.08206,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,104,K,False,0.77245,0.69474,0.3242,0.65722,0.79658,0.07631,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,105,K,False,0.79003,0.71611,0.29756,0.69663,0.80606,0.07097,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,106,K,False,0.80662,0.73598,0.2715,0.73703,0.81574,0.066,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,107,Omega,True,0.82221,0.75447,0.24599,0.77835,0.82561,0.06138,1
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,108,alpha,True,0.34533,0.24143,0.54599,0.29577,0.71002,0.3327,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,109,r,True,0.49503,0.28228,0.60622,0.29598,0.69686,0.15422,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,110,r,False,0.52003,0.33252,0.66473,0.31621,0.7031,0.16687,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,111,r,False,0.54499,0.37924,0.62809,0.33877,0.70964,0.15519,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,112,r,False,0.56979,0.4227,0.59274,0.3635,0.71648,0.14433,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,113,r,False,0.5943,0.46311,0.55859,0.39026,0.72361,0.13422,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,114,r,False,0.61841,0.50069,0.52555,0.41889,0.73103,0.12483,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,115,r,False,0.64201,0.53564,0.49355,0.44928,0.73873,0.11609,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,116,K,True,0.66499,0.56815,0.46251,0.48128,0.74671,0.10796,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,117,K,False,0.68727,0.59838,0.43237,0.5148,0.75496,0.10041,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,118,K,False,0.70876,0.62649,0.40307,0.54973,0.76346,0.09338,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,119,K,False,0.72941,0.65264,0.37454,0.58596,0.77222,0.08684,0
ACYP001,Fire-Prone Forest Mosaic,ecological,CY001,Balanced renewal,120,K,False,0.74914,0.67695,0.34673,0.62341,0.78121,0.08076,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,1,K,False,0.68244,0.6466,0.41569,0.47593,0.70819,0.08835,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,2,K,False,0.70411,0.67134,0.38772,0.5131,0.71664,0.08217,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,3,K,False,0.72495,0.69434,0.36043,0.55141,0.72534,0.07641,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,4,K,False,0.74489,0.71574,0.33377,0.5908,0.73428,0.07106,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,5,K,False,0.76389,0.73564,0.3077,0.63118,0.74344,0.06609,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,6,K,False,0.78192,0.75414,0.28218,0.67249,0.75283,0.06146,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,7,K,False,0.79898,0.77135,0.25718,0.71466,0.76241,0.05716,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,8,Omega,True,0.81504,0.78736,0.23264,0.75763,0.77219,0.05316,1
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,9,alpha,True,0.34232,0.25195,0.53264,0.2879,0.66409,0.30231,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,10,r,True,0.40176,0.27521,0.59447,0.27571,0.67616,0.083,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,11,r,False,0.4258,0.32594,0.67581,0.29561,0.68126,0.16851,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,12,r,False,0.45025,0.37313,0.63899,0.31786,0.68667,0.15672,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,13,r,False,0.475,0.41701,0.60347,0.34231,0.69237,0.14575,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,14,r,False,0.49994,0.45782,0.56916,0.3688,0.69837,0.13555,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,15,r,False,0.52494,0.49577,0.53598,0.39719,0.70467,0.12606,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,16,r,False,0.54988,0.53107,0.50384,0.42735,0.71126,0.11723,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,17,K,True,0.57463,0.56389,0.47268,0.45914,0.71816,0.10903,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,18,K,False,0.59907,0.59442,0.44242,0.49246,0.72535,0.1014,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,19,K,False,0.62309,0.62281,0.41301,0.5272,0.73283,0.0943,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,20,K,False,0.64657,0.64921,0.38438,0.56326,0.74059,0.0877,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,21,K,False,0.66942,0.67377,0.35648,0.60055,0.74862,0.08156,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,22,K,False,0.69155,0.6966,0.32925,0.63898,0.75692,0.07585,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,23,K,False,0.71288,0.71784,0.30266,0.67847,0.76547,0.07054,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,24,K,False,0.73335,0.73759,0.27665,0.71895,0.77427,0.0656,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,25,Omega,True,0.75291,0.75596,0.25118,0.76035,0.78331,0.06101,1
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,26,alpha,True,0.31622,0.24191,0.55118,0.28893,0.67364,0.34275,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,27,r,True,0.41378,0.26957,0.58712,0.26998,0.67886,0.09043,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,28,r,False,0.43804,0.3207,0.6811,0.28961,0.68411,0.16983,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,29,r,False,0.46265,0.36825,0.64413,0.31162,0.68967,0.15794,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,30,r,False,0.48751,0.41247,0.60848,0.33585,0.69552,0.14688,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,31,r,False,0.5125,0.4536,0.57405,0.36213,0.70167,0.1366,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,32,r,False,0.53748,0.49185,0.54075,0.39032,0.70812,0.12704,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,33,r,False,0.56234,0.52742,0.5085,0.42029,0.71486,0.11815,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,34,K,True,0.58695,0.5605,0.47724,0.45191,0.72191,0.10988,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,35,K,False,0.6112,0.59126,0.44689,0.48508,0.72924,0.10218,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,36,K,False,0.63496,0.61987,0.41739,0.51967,0.73686,0.09503,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,37,K,False,0.65814,0.64648,0.38868,0.5556,0.74476,0.08838,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,38,K,False,0.68064,0.67123,0.3607,0.59276,0.75293,0.08219,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,39,K,False,0.70238,0.69424,0.33341,0.63107,0.76136,0.07644,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,40,K,False,0.72328,0.71565,0.30675,0.67045,0.77003,0.07109,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,41,K,False,0.7433,0.73555,0.28068,0.71083,0.77895,0.06611,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,42,Omega,True,0.76238,0.75406,0.25516,0.75213,0.7881,0.06148,1
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,43,alpha,True,0.3202,0.2413,0.55516,0.28581,0.67777,0.20425,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,44,r,True,0.42919,0.2758,0.59118,0.28488,0.68634,0.10386,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,45,r,False,0.45369,0.32649,0.67234,0.30481,0.69178,0.16838,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,46,r,False,0.47847,0.37364,0.63554,0.32709,0.69753,0.15659,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,47,r,False,0.50343,0.41748,0.60003,0.35156,0.70357,0.14563,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,48,r,False,0.52843,0.45826,0.56573,0.37808,0.70991,0.13544,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,49,r,False,0.55335,0.49618,0.53256,0.40649,0.71655,0.12596,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,50,r,False,0.57806,0.53145,0.50044,0.43666,0.72348,0.11714,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,51,K,True,0.60245,0.56425,0.46929,0.46847,0.73071,0.10894,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,52,K,False,0.6264,0.59475,0.43904,0.50181,0.73823,0.10131,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,53,K,False,0.6498,0.62312,0.40964,0.53656,0.74603,0.09422,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,54,K,False,0.67256,0.6495,0.38101,0.57264,0.7541,0.08763,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,55,K,False,0.69458,0.67403,0.35312,0.60994,0.76243,0.08149,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,56,K,False,0.7158,0.69685,0.3259,0.64838,0.77102,0.07579,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,57,K,False,0.73614,0.71807,0.29931,0.68789,0.77986,0.07048,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,58,K,False,0.75556,0.73781,0.27331,0.72838,0.78892,0.06555,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,59,Omega,True,0.77403,0.75616,0.24785,0.76978,0.79821,0.06096,1
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,60,alpha,True,0.32509,0.24197,0.54785,0.29252,0.68646,0.32951,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,61,r,True,0.41028,0.28115,0.58987,0.29695,0.67768,0.08078,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,62,r,False,0.43448,0.33147,0.66507,0.31713,0.6829,0.16713,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,63,r,False,0.45905,0.37826,0.6284,0.33964,0.6884,0.15543,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,64,r,False,0.48388,0.42178,0.59302,0.36433,0.69421,0.14455,0
ACYP002,River-Floodplain Governance,social-ecological,CY001,Balanced renewal,65,r,False,0.50885,0.46226,0.55884,0.39104,0.70032,0.13444,0
